"","Date","Locality","Locality_ID","Plot_ID","Plot_ID_new","Species_norwegian","Presence_quadrat","Quadrats","Comment","Sampling"
"218","25.07.2024","Teneskjær","TEN","6","TEN6","hjertegras","10,2",2,"Carex sp, lysegrønn smale blader","S123"
"219","25.07.2024","Teneskjær","TEN","6","TEN6","starrslekta","1,2,3,4,7,6,8,9,10,11,12,13,14,15,16",15,"Carex sp, lysegrønn smale blader","S123"
"220","25.07.2024","Teneskjær","TEN","6","TEN6","slirestarr","5,15",2,"Carex sp, lysegrønn smale blader","S123"
"221","25.07.2024","Teneskjær","TEN","6","TEN6","blåkoll","8",1,"Carex sp, lysegrønn smale blader","S123"
"222","25.07.2024","Teneskjær","TEN","6","TEN6","mjødurt","16,9,10,11,12,13,14",7,"Carex sp, lysegrønn smale blader","S123"
"223","25.07.2024","Teneskjær","TEN","6","TEN6","tepperot","4,7,8",3,"Carex sp, lysegrønn smale blader","S123"
"224","25.07.2024","Teneskjær","TEN","6","TEN6","engknoppurt","3,4,8,10,11,14,16",7,"Carex sp, lysegrønn smale blader","S123"
"225","25.07.2024","Teneskjær","TEN","6","TEN6","gulaks","13",1,"Carex sp, lysegrønn smale blader","S123"
"226","25.07.2024","Teneskjær","TEN","3","TEN3","honningblom","1,2,3,5,6,7,9,10,12,13,14,15,16",13,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"227","25.07.2024","Teneskjær","TEN","3","TEN3","engknoppurt","1,2,10,11,14,16,7,8,12,15",10,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"228","25.07.2024","Teneskjær","TEN","3","TEN3","kornstarr","1,2,12,13,3,14,15,4,5,16,6,7,8,9,11,10",16,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"229","25.07.2024","Teneskjær","TEN","3","TEN3","fuglevikke","1",1,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"230","25.07.2024","Teneskjær","TEN","3","TEN3","tepperot","1,2,5,6,7,8,9,11,12,13,15,16",12,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"231","25.07.2024","Teneskjær","TEN","3","TEN3","rødsvingel","1,2,3,4,5,6,7,8,9,10,11,12,14,15,16",15,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"232","25.07.2024","Teneskjær","TEN","3","TEN3","blåtopp","2,3,4,6,7,11,15,16",8,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"233","25.07.2024","Teneskjær","TEN","3","TEN3","åkerstemorsblom","2,6",2,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"234","25.07.2024","Teneskjær","TEN","3","TEN3","tusengylden","4,5,9,10",4,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"235","25.07.2024","Teneskjær","TEN","3","TEN3","blåkoll","4,8,14,16",4,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"236","25.07.2024","Teneskjær","TEN","3","TEN3","slirestarr","4",1,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"237","25.07.2024","Teneskjær","TEN","3","TEN3","tiriltunge","5",1,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"238","25.07.2024","Teneskjær","TEN","3","TEN3","hjertegras","5,12",2,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"239","25.07.2024","Teneskjær","TEN","3","TEN3","starrslekta","5",1,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"240","25.07.2024","Teneskjær","TEN","3","TEN3","storarve","2,6",2,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"241","25.07.2024","Teneskjær","TEN","3","TEN3","gulaks","10,11,13",3,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"242","25.07.2024","Teneskjær","TEN","3","TEN3","strandkjempe","11",1,"V:11,3,2,3,8,2,16,2,2,2,2,5,1
F:1,5,6,2,1,1,3,2
Fertile planter er beitet
Carex sp. Lysegrønne smale blad","S123"
"243","25.07.2024","Teneskjær","TEN","4","TEN4","honningblom","1,5,6,7,8,9,10,11,13,15",10,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"244","25.07.2024","Teneskjær","TEN","4","TEN4","kornstarr","1,2,12,13,14,3,4,15,16,5,6,7,8,10,11,9",16,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"245","25.07.2024","Teneskjær","TEN","4","TEN4","rødsvingel","1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,15",16,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"246","25.07.2024","Teneskjær","TEN","4","TEN4","tepperot","1,4,5,8,9,13,14,15",8,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"247","25.07.2024","Teneskjær","TEN","4","TEN4","hjertegras","1,3,9",3,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"248","25.07.2024","Teneskjær","TEN","4","TEN4","engknoppurt","1,3,4,6,13,15",6,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"249","25.07.2024","Teneskjær","TEN","4","TEN4","blåkoll","1,8,10,13,14,16",6,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"250","25.07.2024","Teneskjær","TEN","4","TEN4","slirestarr","1,9,11,12,16",5,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"251","25.07.2024","Teneskjær","TEN","4","TEN4","blåtopp","2,3,4,5,6,7,8,11,12,13,14,15,16",13,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"252","25.07.2024","Teneskjær","TEN","4","TEN4","hundegras","3,10",2,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"253","25.07.2024","Teneskjær","TEN","4","TEN4","sløke","10",1,"V:1,7,2,1,6,7,3,6,7,7,2
F:3","S123"
"254","25.07.2024","Teneskjær","TEN","14","TEN14","honningblom",NA,NA,"Starrslekta er samme som i rute 5, samlet","S123"
"255","25.07.2024","Teneskjær","TEN","14","TEN14","tepperot","1,2,3,7,8,9,10,12,15,16",10,"Starrslekta er samme som i rute 5, samlet","S123"
"256","25.07.2024","Teneskjær","TEN","14","TEN14","engknoppurt","5,9,11,15",4,"Starrslekta er samme som i rute 5, samlet","S123"
"257","25.07.2024","Teneskjær","TEN","14","TEN14","sivslekta","2",1,"Starrslekta er samme som i rute 5, samlet","S123"
"258","25.07.2024","Teneskjær","TEN","14","TEN14","musestarr","1",1,"Starrslekta er samme som i rute 5, samlet","S123"
"259","25.07.2024","Teneskjær","TEN","14","TEN14","fjæresivaks","6,5",2,"Starrslekta er samme som i rute 5, samlet","S123"
"260","25.07.2024","Teneskjær","TEN","14","TEN14","kornstarr","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,"Starrslekta er samme som i rute 5, samlet","S123"
"261","25.07.2024","Teneskjær","TEN","14","TEN14","blåtopp","5,9,12,13,14,16",6,"Starrslekta er samme som i rute 5, samlet","S123"
"262","25.07.2024","Teneskjær","TEN","14","TEN14","slirestarr","3,7,8,10",4,"Starrslekta er samme som i rute 5, samlet","S123"
"263","25.07.2024","Teneskjær","TEN","14","TEN14","starrslekta","1,6,8,9,11,12,13,14",8,"Starrslekta er samme som i rute 5, samlet","S123"
"264","25.07.2024","Teneskjær","TEN","14","TEN14","storblåfjær","7",1,"Starrslekta er samme som i rute 5, samlet","S123"
"265","25.07.2024","Teneskjær","TEN","14","TEN14","rødsvingel","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",16,"Starrslekta er samme som i rute 5, samlet","S123"
"266","25.07.2024","Teneskjær","TEN","14","TEN14","sløke","9",1,"Starrslekta er samme som i rute 5, samlet","S123"
"267","25.07.2024","Teneskjær","TEN","14","TEN14","svartor","4,16",2,"Starrslekta er samme som i rute 5, samlet","S123"
